subject,exam_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,year
Physics,WAEC,A plane is inclined at 45° to the horizontal. Calculate the velocity ratio of the plane,0.71,1.00,1.41,1.71,C,,2025
Physics,NECO,A plane is inclined at 45° to the horizontal. Calculate the velocity ratio of the plane,0.71,1.00,1.41,1.71,C,,2025
Physics,WAEC,A body in a lift is moving down with acceleration due to gravity. Which statement is correct?,The body weighs less than its actual weight,The body weights more than its actual weight,The body weights exactly its own weight,D. The body is weightless,D,,2025
Physics,NECO,A body in a lift is moving down with acceleration due to gravity. Which statement is correct?,The body weighs less than its actual weight,The body weights more than its actual weight,The body weights exactly its own weight,D. The body is weightless,D,,2025
Physics,WAEC,"When the pressure in oil increased, the viscosity of the oil would be",increased,decreased,constant,D. increased then decreased,A,,2025
Physics,NECO,"When the pressure in oil increased, the viscosity of the oil would be",increased,decreased,constant,D. increased then decreased,A,,2025
Physics,WAEC,What is the number of neutrons in ¹⁴₆C?,A. 6,B. 8,C. 14,D. 20,B,,2025
Physics,NECO,What is the number of neutrons in ¹⁴₆C?,A. 6,B. 8,C. 14,D. 20,B,,2025
Physics,WAEC,The ice and steam points of a resistance thermometer are 12.0Ω and 20.0Ω respectively. Calculate the resistance of the thermometer at 10°C,A. 12.4Ω,B. 12.8Ω,C. 13.2Ω,D. 13.4Ω,B,,2025
Physics,NECO,The ice and steam points of a resistance thermometer are 12.0Ω and 20.0Ω respectively. Calculate the resistance of the thermometer at 10°C,A. 12.4Ω,B. 12.8Ω,C. 13.2Ω,D. 13.4Ω,B,,2025
Physics,WAEC,A radium nuclide decays by emitting alpha particles as shown: ²²⁶₈₈Ra → X + ⁴₂He. Determine the daughter nuclide,A. ²²²₈₆X,B. ²²²₈₈X,C. ²³⁰₈₆X,D. ²³⁰₈₈X,A,,2025
Physics,NECO,A radium nuclide decays by emitting alpha particles as shown: ²²⁶₈₈Ra → X + ⁴₂He. Determine the daughter nuclide,A. ²²²₈₆X,B. ²²²₈₈X,C. ²³⁰₈₆X,D. ²³⁰₈₈X,A,,2025
Physics,WAEC,"A bullet of mass 0.025 kg moves at 250 ms⁻¹. Calculate its de Broglie wavelength (h = 6.67×10⁻³⁴ Js, c = 1.6×10⁻¹⁹ C)",A. 6.67×10⁻³⁸ m,B. 5.34×10⁻³⁵ m,C. 1.07×10⁻³⁴ m,D. 2.13×10⁻³⁴ m,C,,2025
Physics,NECO,"A bullet of mass 0.025 kg moves at 250 ms⁻¹. Calculate its de Broglie wavelength (h = 6.67×10⁻³⁴ Js, c = 1.6×10⁻¹⁹ C)",A. 6.67×10⁻³⁸ m,B. 5.34×10⁻³⁵ m,C. 1.07×10⁻³⁴ m,D. 2.13×10⁻³⁴ m,C,,2025
Physics,WAEC,An electron moving with a speed of 5.0×10⁵ ms⁻¹ enters a uniform magnetic field at 90°C. Calculate the magnitude of the magnetic force on the electron if the magnetic field intensity is 0.25 T (c = 1.6×10⁻¹⁹ C),A. 2.0×10⁻¹⁴ N,B. 1.6×10⁻¹⁹ N,C. 3.2×10⁻¹⁴ N,D. 4.0×10⁻¹⁴ N,A,,2025
Physics,NECO,An electron moving with a speed of 5.0×10⁵ ms⁻¹ enters a uniform magnetic field at 90°C. Calculate the magnitude of the magnetic force on the electron if the magnetic field intensity is 0.25 T (c = 1.6×10⁻¹⁹ C),A. 2.0×10⁻¹⁴ N,B. 1.6×10⁻¹⁹ N,C. 3.2×10⁻¹⁴ N,D. 4.0×10⁻¹⁴ N,A,,2025
Physics,WAEC,A beam of light which appears to come from a point in space is said to be,convergent,divergent,parallel,circular,B,,2025
Physics,NECO,A beam of light which appears to come from a point in space is said to be,convergent,divergent,parallel,circular,B,,2025
Physics,WAEC,A sound wave made up of large number of unrelated frequencies superimposed on each other is called,harmonics,noise,pitch,D. note,B,,2025
Physics,NECO,A sound wave made up of large number of unrelated frequencies superimposed on each other is called,harmonics,noise,pitch,D. note,B,,2025
Physics,WAEC,"A boy pushes a box of mass 80 kg along a horizontal floor with a force of 200N. If the box is pushed with a uniform velocity, what is the coefficient of friction between the box and the floor (g = 10ms⁻²)",A. 0.25,B. 0.40,C. 0.50,D. 0.65,A,,2025
Physics,NECO,"A boy pushes a box of mass 80 kg along a horizontal floor with a force of 200N. If the box is pushed with a uniform velocity, what is the coefficient of friction between the box and the floor (g = 10ms⁻²)",A. 0.25,B. 0.40,C. 0.50,D. 0.65,A,,2025
Physics,WAEC,Extremely thin wires can be drawn from platinum simply because platinum is,A. crystalline,B. ductile,C. hard,D. malleable,B,,2025
Physics,NECO,Extremely thin wires can be drawn from platinum simply because platinum is,A. crystalline,B. ductile,C. hard,D. malleable,B,,2025
Physics,WAEC,The S.I. unit of inductance is,A. Hertz,B. Farad,C. Henry,D. Coulomb,C,,2025
Physics,NECO,The S.I. unit of inductance is,A. Hertz,B. Farad,C. Henry,D. Coulomb,C,,2025
